year,paper,question_number,question_title,topic,subquestion_ref,error_text,error_class,cross_topic,diagram_assumption,notation_subtype,source_section,is_suggestion,source,page_num,raw_char_count,cleaned_char_count,mojibake_cleaned,suggestion_text
2014,,1,AL,UNMAPPED,,Candidates wrote down the quadratic formula incorrectly from the information sheet. Some might have learnt the formula incorrectly and did not use the information sheet and this was also noted in the previous diagnostic report. Some candidates substituted the value of 2 instead of –2 for b. A few candidates were unable to write the equation in standard form. 112 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION,procedural,False,False,,errors,False,DBE diagnostic,119,419,414,True,
2014,,1,AL,UNMAPPED,,"When solving exponential equations, candidates displayed no understanding of the basic exponential laws and struggled to manipulate expressions involving the addition and subtraction of exponents. Some candidates used incorrect Mathematics and arrived at the correct answer. 2 2 4 2 2 2 2 2 2 4 2       x x x x x They were awarded no marks for this response.",conceptual,False,False,,errors,False,DBE diagnostic,119,378,364,True,
2014,,1,AL,UNMAPPED,,"Some candidates were unable to simplify the quadratic equation in y correctly. In cases where candidates used the quadratic formula to solve for y ¿rst, they wrote their answers as x = ... instead of y = ... This created confusion when they then tried to solve for x as their answers already indicated solutions for x.",notation,False,False,,errors,False,DBE diagnostic,119,333,318,True,
2014,,1,AL,UNMAPPED,,Most candidates could obtain the critical values but were unable to provide the solution for the quadratic inequality.,general,False,False,,errors,False,DBE diagnostic,119,120,118,True,
2014,,1,AL,UNMAPPED,,Candidates did not recall the theory of the nature of roots.,general,False,False,,errors,False,DBE diagnostic,119,62,60,True,
2014,,1,AL,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,119,215,213,True,Learners should be required to reproduce and use the quadratic formula correctly. Teachers should use the correct mathematical language in the classroom and learners should understand the concept of standard form.
2014,,1,AL,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,119,272,269,True,"Teachers should allow learners to practise solving quadratic equations requiring the formula, in variables other than x. This should be done from the beginning of Grade 11 in an attempt to teach learners to be more discerning about the variable that needs to be solved."
2014,,1,AL,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,119,264,261,True,"Learners should be taught to round off their answers correctly to the required number of places. Unless the question states otherwise, learners are expected to round off all answers to two decimal places. This needs to be reinforced in school-based assessments."
2014,,1,AL,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,119,137,135,True,Learners should be provided with additional tasks to enable them to become pro¿cient in using factorization when simplifying exponents.
2014,,1,AL,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,119,386,381,True,"Teachers should show learners how to solve quadratic inequalities with the aid of graphs. Teachers should explain the difference between the words ‘or’ and ‘and’ when used in Mathematics. In assessment tasks, critical values should be awarded marks only in the context of the solution of an inequality. Learners should be exposed to questions that are of a higher cognitive demand."
2014,,1,AL,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,119,227,225,True,Nature of roots should be done in the context of the quadratic formula as well as integrated into functions. Learners need to understand the nature of the roots of an equation rather than to simply work with the discriminant.
2014,,2,PA,UNMAPPED,2.2,"In Q2.2, candidates confused the 251st term with the term value of 251. In this question, n was supposed to equal 251 and not Tn. This caused follow-on errors.",general,False,False,,errors,False,DBE diagnostic,120,161,159,True,
2014,,2,PA,UNMAPPED,,"Candidates who made the initial mistake of making Tn = 251, went on to obtain a non-natural number for n. These candidates did not realise their mistake and accepted this value of n as a valid solution.",general,False,False,,errors,False,DBE diagnostic,120,204,202,True,
2014,,2,PA,UNMAPPED,,"Candidates tended to determine the general term of the series easily, but had dif¿culty in writing the series in sigma notation. 113 DIAGNOSTIC REPORT",notation,False,False,,errors,False,DBE diagnostic,120,154,150,True,
2014,,2,PA,UNMAPPED,2.2;2.4,"In Q2.4, candidates again did not use the value of n = 251. Some candidates incorrectly used the decimal number for n obtained in Q2.2.",procedural,False,False,,errors,False,DBE diagnostic,120,138,135,True,
2014,,2,PA,UNMAPPED,2.5,"In Q2.5, candidates struggled to express themselves well when trying to calculate the number of terms divisible by 4. The problem was that a new series needed to be generated in order to calculate the answer correctly. Some candidates simply worked with the multiples of 4, i.e. 4; 8; 12; .",general,False,False,,errors,False,DBE diagnostic,120,293,290,True,
2014,,2,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,120,133,131,True,Teachers should make sure that learners know and understand the difference between an arithmetic sequence and a geometric sequence.
2014,,2,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,120,181,179,True,The de¿nition and meaning of n in a pattern needs to be emphasised by teachers. Emphasis must be placed on the fact that n can be a natural number only in the context of patterns.
2014,,2,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,120,270,267,True,"Substitution of variables should be done in brackets. This will make the subsequent calculations easier and provide the learner with more opportunities to get them correct. When learners do not substitute with brackets, they tend to make many more calculation errors."
2014,,2,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,120,363,359,True,"Teachers should require learners to gather and list all the data required or needed for solving the problem. An idea for an arithmetic series is to get learners to list a = …d = … n = … Tn = … Sn = … and then ¿ll in the relevant information from the question. In this way, learners can identify the information they have and what they still need to calculate."
2014,,2,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,120,106,105,True,Teachers need to allow learners to practise converting effectively between sigma notation and the series.
2014,,2,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,120,89,88,True,Learners need to be taught to show all the relevant working in arriving at their answer.
2014,,2,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,120,179,177,True,Learners need to be exposed to higher-order thinking questions involving patterns. Teachers must guide learners to create a new sequence or series with the required information.
2014,,2,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,120,95,94,True,Questions entailing multi-step procedures should be dealt with frequently in assessment tasks.
2014,,3,PA,UNMAPPED,3.1.2,"In Q3.1.2, a common error was for candidates to calculate 2a = – 2 instead of 2a = 2.",general,False,False,,errors,False,DBE diagnostic,121,87,85,True,
2014,,3,PA,UNMAPPED,,"In Q 3.1.3, candidates struggled to understand exactly what was required of them. They confused the ¿rst difference of 96 with Tn = 96.",general,False,False,,errors,False,DBE diagnostic,121,137,135,True,
2014,,3,PA,UNMAPPED,3.2.1;3.2.2,"The most common errors in Q3.2.1 and Q3.2.2 were errors in calculation. Moreover, candidates did not follow the instruction to leave their answer in simplest form.",general,False,False,,errors,False,DBE diagnostic,121,166,163,True,
2014,,3,PA,UNMAPPED,3.3,Candidates were unable to devise a strategy to answer Q3.3. Many did not simplify each bracket and were unable to identify the pattern that was created in the process. They also struggled to calculate the last factor of the pattern.,procedural,False,False,,errors,False,DBE diagnostic,121,235,232,True,
2014,,3,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,121,198,196,True,"Basic algebraic and exponential manipulation needs attention. This involves being able to substitute correctly, solve quadratic equations correctly and simplify exponential expressions accurately."
2014,,3,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,121,284,280,True,Theory is an integral part of sequences and series. Learners must be taught how to distinguish which formulae to use and they must understand that the sequence of ¿rst differences in a quadratic pattern forms a linear pattern. 114 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION
2014,,3,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,121,179,177,True,Learners need to be familiar with the terminology of Mathematics. Teachers should use the correct terminology in class so that learners understand various mathematical concepts.
2014,,3,PA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,121,196,193,True,"Teachers should challenge learners in informal and formal assessment tasks by using different types of problems, including sequences that have negative values, fractions and word-type problems."
2014,,4,FU,UNMAPPED,,Candidates were unfamiliar with the format q p x a y   for the hyperbola. This meant that candidates wrote down the incorrect value for p.,procedural,False,False,,errors,False,DBE diagnostic,122,146,140,True,
2014,,4,FU,UNMAPPED,4.3,"Although Q4.3 was a basic translation question, candidates failed to apply the translation to the graph. Candidates did not write the asymptote as an equation and often gave the answer as only – 6 instead of x = – 6.",procedural,False,False,,errors,False,DBE diagnostic,122,218,216,True,
2014,,4,FU,UNMAPPED,,Candidates were unable to calculate the coordinates of S on account of poor algebraic manipulation. This meant that candidates could not calculate the distance OS.,general,False,False,,errors,False,DBE diagnostic,122,165,163,True,
2014,,4,FU,UNMAPPED,4.5,"For the most part, candidates did not understand what was being asked of them in Q4.5. This question required higher-order thinking skills as it involved applying the theory of the nature of roots in a graph question. Candidates failed to make the connection between the given line and the line y = x + k.",procedural,False,False,,errors,False,DBE diagnostic,122,309,305,True,
2014,,4,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,122,129,127,True,Learners must be taught to write intercepts in coordinate form at al times. They should also show substitution when applicable.
2014,,4,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,122,117,114,True,"Learners should be taught the correct form of the hyperbola. According to the CAPS document, it is q p x a y   ."
2014,,4,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,122,201,199,True,"Teachers should strongly and repetitively emphasise that an asymptote is a straight line and hence is de¿ned by an equation, either x = … for a vertical asymptote or y = … for a horizontal asymptote."
2014,,4,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,122,76,75,True,It is necessary for the basic functions to be practised on a regular basis.
2014,,4,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,122,324,321,True,"Basic Mathematical principles and rules need to be practised continually. As noted in previous Diagnostic Reports, problems include factorisation of expressions, the difference between intercepts and coordinates and solving an equation in which one side contains a fractional expression and the other a linear expression."
2014,,4,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,122,146,143,True,Teachers should train learners on how to sketch a graph when the equation is given and conversely to derive its equation if the graph is drawn.
2014,,4,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,122,129,127,True,Learners should be taught to interrogate the validity or reasonableness of an answer they obtain in the context of the problem.
2014,,4,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,122,247,242,True,Teachers need to make connections between Grade 10 content on solving of equations and the solution of simultaneous equations for the intersection of graphs. The skill of solving equations such as x x   1 1 2 should be mastered in Grade 10.
2014,,4,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,122,124,122,True,Transformations of functions must be given attention in all the grades in which functions is taught. 115 DIAGNOSTIC REPORT
2014,,5,FU,UNMAPPED,,"Many candidates did not know how to prove that the value for a was 3. Instead, they used the given value of a in the initial steps of their attempted proof.",conceptual,False,False,,errors,False,DBE diagnostic,123,158,156,True,
2014,,5,FU,UNMAPPED,,"Many candidates understood the algorithm of deriving the inverse equation. However, the concepts of domain, range and the asymptotic behaviour of functions were lacking.",conceptual,False,False,,errors,False,DBE diagnostic,123,171,169,True,
2014,,5,FU,UNMAPPED,5.5,Candidates struggled with the interpretation of Q5.5. The problem stemmed from not knowing the correct x value for which f,general,False,False,,errors,False,DBE diagnostic,123,123,122,True,
2014,,5,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,123,89,89,False,Teachers need to spend more time explaining application questions about graphs such as: f
2014,,5,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,123,103,102,True,Learners need to be exposed to more higher-order questions involving solving inequalities from graphs.
2014,,5,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,123,202,200,True,The exponential graph and the logarithmic graph need to be taught in conjunction with each other. Teachers should ensure that learners can convert easily between logarithmic form and exponential form.
2014,,5,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,123,261,258,True,"It is very important to teach inverses as an extension of functions so that learners can understand what restrictions apply to functions, domains, ranges etc. Teachers should ensure that learners are able to convert Àexibly from symbolic expression to words."
2014,,5,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,123,75,74,True,The formal de¿nition and understanding of a function should be emphasised.
2014,,5,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,123,96,95,True,Learners should be taught problem-solving skills in the context of all sections in Mathematics.
2014,,5,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,123,82,81,True,"Teachers must expose learners to reÀection over the lines y = 0, x = 0 and y = x."
2014,,6,FU,UNMAPPED,6.1,"In Q6.1, candidates did not follow the instruction given in the question to give the answer correct to two decimal places. Instead they either left the answer in surd form or they rounded to one decimal place.",general,False,False,,errors,False,DBE diagnostic,123,211,209,True,
2014,,6,FU,UNMAPPED,,Candidates struggled to determine an expression for the length of a vertical line between two graphs. This could have been because one graph was an inverse parabola and looked different from many of the questions that learners would have encountered in class.,general,False,False,,errors,False,DBE diagnostic,123,262,259,True,
2014,,6,FU,UNMAPPED,,"= 0, which means that candidates are not cognisant that if the distance between two graphs is zero they are actually considering the point of intersection between the graphs.",general,False,False,,errors,False,DBE diagnostic,123,176,174,True,
2014,,6,FU,UNMAPPED,,Candidates do not understand that graphs represent the relationship between x and y. If x x f 2 ) ( then every point on the graph will have coordinates for x  0.,general,False,False,,errors,False,DBE diagnostic,123,172,162,True,
2014,,6,FU,UNMAPPED,,"Candidates struggled to integrate the concept of optimisation from Calculus into this question. Many candidates treated the expression as being quadratic and used the method of calculating the axis of symmetry, which is incorrect. 116 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION",conceptual,False,False,,errors,False,DBE diagnostic,123,288,284,True,
2014,,6,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,123,227,224,True,Teachers should expose learners to questions that are asked in a different way and questions in which different topics in Mathematics are integrated. Past examination papers should serve a valuable resource for this purpose.
2014,,6,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,123,90,89,True,Learners need to interrogate the validity of their answers in the context of the problem.
2014,,6,FU,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,123,159,157,True,Learners need to be exposed to manipulation of surds and exponents in the context of differentiation to effectively answer questions that require this skill.
2014,,7,FI,UNMAPPED,,Candidates did not understand the concept of depreciation and were unable to calculate the rate of depreciation given the cost price and the book value of the car. They commonly confused the values of A and P in the formula by making the assumption that A is always bigger than P.,conceptual,False,True,,errors,False,DBE diagnostic,124,283,280,True,
2014,,7,FI,UNMAPPED,,Candidates were able to solve for n by applying the log to both sides of the equation but did understand that the log of a negative number is unde¿ned.,general,False,False,,errors,False,DBE diagnostic,124,153,151,True,
2014,,7,FI,UNMAPPED,,"The detail, ‘one month after the loan was granted’ was misinterpreted and candidates took the value of n to be either 239 or 241.",general,False,False,,errors,False,DBE diagnostic,124,131,129,True,
2014,,7,FI,UNMAPPED,,"Candidates confused the future value formula and the present value formula and did not know which one was applicable to this question. In the present value formula, candidates forgot to use the exponent as ‘– n’.",conceptual,False,False,,errors,False,DBE diagnostic,124,214,212,True,
2014,,7,FI,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,124,164,161,True,"Teachers need to emphasise the concepts of present value and future value, the use of the appropriate formula and the calculation of the effective interest rate."
2014,,7,FI,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,124,177,175,True,"Learners must be required to check whether their solutions seem ‘reasonable’. If answers do not seem reasonable, then teachers should train learners how to ¿nd their mistakes."
2014,,7,FI,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,124,277,275,True,"Teachers need to expose learners to all terminology applicable to Financial Mathematics, i.e. reducing balance/ diminishing balance/compound decay/ compound decrease; straight-line depreciation/linear reduction/straight line decay; compound increase/compound growth/inÀation."
2014,,7,FI,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,124,200,198,True,"As language presents problems in the correct interpretation of ¿nance questions, teachers must at all times focus on using the correct language while teaching and in the setting of assessment tasks."
2014,,7,FI,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,124,161,159,True,Teachers must emphasise the importance of not rounding off in the middle of a mathematical problem. Rounding off should be done only at the end of the process.
2014,,7,FI,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,124,244,241,True,"Teachers should also emphasise that, if a loan takes 180,1 months to repay, it will actually take181 months to repay the loan. Learners must understand that payments are made only at the end of the month and not at any time during the month."
2014,,7,FI,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,124,207,204,True,"Teachers need to emphasise to learners that in a loan calculation, the ¿rst payment is always made one payment period after the loan is granted. This has no effect on the value of n. 117 DIAGNOSTIC REPORT"
2014,,8,CA,UNMAPPED,,"With regard to the question on ¿rst principles, candidates continued to make the error of incorrectly copying the formula from the information sheet. Many notation errors occurred in this question; for example: h x f h x f x f h ) ( ) ( lim ) (' 0   o was written down as h x f h x f x f h ) ( ) ( lim ) ( 0   o or as h x f h x f x f ) ( ) ( ) ('   or as h x f h x f h ) ( ) ( lim 0   o .",notation,False,False,,errors,False,DBE diagnostic,125,413,396,True,
2014,,8,CA,UNMAPPED,,Candidates struggled to correctly multiply out . The simpli¿cation and adding of like terms led to many algebraic errors.,general,False,False,,errors,False,DBE diagnostic,125,125,121,True,
2014,,8,CA,UNMAPPED,,"Some candidates did not follow the instruction of ¿rst principles. Instead, they applied the rules and wrote down only the answer. No marks were awarded in this case.",general,False,False,,errors,False,DBE diagnostic,125,168,166,True,
2014,,8,CA,UNMAPPED,8.3,"Candidates struggled to differentiate when there was a y in the derivative. In the case of Q8.3, many candidates started with the answer and attempted to work backwards. This led them to ultimately calculate the second derivative. This was due to not understanding what expression they were working with.",general,False,False,,errors,False,DBE diagnostic,125,307,304,True,
2014,,8,CA,UNMAPPED,8.2,Notation in Q8.2 was also handled poorly. Candidates wrote out the function and then continued on the next line into the derivative without using the notation for the derivative. It would seem that candidates did not understand the difference between a function and its derivative.,notation,False,False,,errors,False,DBE diagnostic,125,284,281,True,
2014,,8,CA,UNMAPPED,,Candidates did not understand the concept of concavity. They did not understand that the concavity of a cubic function changes at the point of inÀection; nor did they understand the meaning of ‘concave up’.,conceptual,False,False,,errors,False,DBE diagnostic,125,208,206,True,
2014,,8,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,125,302,295,True,Teachers need to stress the importance of notation in answering a ¿rst principles question. It seems that a question in which there is complex simpli¿cation is easier to answer in two parts: ¿rst by simplifying or even the fraction and then applying the limit as h o 0 of the simpli¿ed fraction.
2014,,8,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,125,129,125,True,"In order to gain suf¿cient practice, learners must be required to undertake a number of tasks covering ¿rst principles, e.g.:"
2014,,8,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,125,259,256,True,"Drill and practice in the correct notation and rules of differentiation are necessary. Each term of the original function must be such that one can correctly identify the coef¿cient, variable and exponent before the rules of differentiation can be applied."
2014,,8,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,125,270,265,True,"When differentiating by rules, learners must understand what the original expression comprises. They must be able to identify the fractions, exponents and in the original expression. Teachers must make sure that learners know how to simplify before differentiation."
2014,,8,CA,UNMAPPED,,,,,,,suggestions,True,DBE diagnostic,125,334,319,True,"Fractions and exponential laws must be emphasised when working with Calculus. 118 REPORT ON NATIONAL SENIOR CERTIFICATE EXAMINATION When working with fractions, it is always better for the learners to write the expression as separate fractions and then simplify. For example: 2 1 2 1 2 1 2 1 5 5 5     x x x x x x x"
